,dataset,participant,muscle,test,mvc
11306,Patrick_2013,118,upper trapezius,test 04,0.4859693122959647
11307,Patrick_2013,118,upper trapezius,test 05,0.06965352193284446
11308,Patrick_2013,118,upper trapezius,test 06,0.036179699352101205
11309,Patrick_2013,118,upper trapezius,test 07,0.041301321826875084
11310,Patrick_2013,118,upper trapezius,test 08,0.3938234195388027
11311,Patrick_2013,118,upper trapezius,test 09,0.20941430024640798
11312,Patrick_2013,118,upper trapezius,test 10,0.05871332258538369
11313,Patrick_2013,118,upper trapezius,test 11,0.3297690557064962
11314,Patrick_2013,118,upper trapezius,test 12,0.028845244011096227
11315,Patrick_2013,118,upper trapezius,test 13,0.24129467773266117
11316,Patrick_2013,118,upper trapezius,test 14,0.5608314207536561
11317,Patrick_2013,118,middle trapezius,test 00,0.22620356980978373
11318,Patrick_2013,118,middle trapezius,test 01,0.2162759960458682
11319,Patrick_2013,118,middle trapezius,test 02,0.2198045956329598
11320,Patrick_2013,118,middle trapezius,test 03,0.24341946910001264
11321,Patrick_2013,118,middle trapezius,test 04,0.2579349822722251
11322,Patrick_2013,118,middle trapezius,test 05,0.1286931108024954
11323,Patrick_2013,118,middle trapezius,test 06,0.02984676438947453
11324,Patrick_2013,118,middle trapezius,test 07,0.016813634929663514
11325,Patrick_2013,118,middle trapezius,test 08,0.1225625292466935
11326,Patrick_2013,118,middle trapezius,test 09,0.14604623105926073
11327,Patrick_2013,118,middle trapezius,test 10,0.027286149544503233
11328,Patrick_2013,118,middle trapezius,test 11,0.24474719708459972
11329,Patrick_2013,118,middle trapezius,test 12,0.14284209962341216
11330,Patrick_2013,118,middle trapezius,test 13,0.01088386126526289
11331,Patrick_2013,118,middle trapezius,test 14,0.17833500142922537
11332,Patrick_2013,118,lower trapezius,test 00,0.15153253366350838
11333,Patrick_2013,118,lower trapezius,test 01,0.14928606702171024
11334,Patrick_2013,118,lower trapezius,test 02,0.17192641857462973
11335,Patrick_2013,118,lower trapezius,test 03,0.19426594120863933
11336,Patrick_2013,118,lower trapezius,test 04,0.14733830610340679
11337,Patrick_2013,118,lower trapezius,test 05,0.11705547300478078
11338,Patrick_2013,118,lower trapezius,test 06,0.04219571752894646
11339,Patrick_2013,118,lower trapezius,test 07,0.03950570735875099
11340,Patrick_2013,118,lower trapezius,test 08,0.05584515802068335
11341,Patrick_2013,118,lower trapezius,test 09,0.05671327846822776
11342,Patrick_2013,118,lower trapezius,test 10,0.05861726864467386
11343,Patrick_2013,118,lower trapezius,test 11,0.1582041458747196
11344,Patrick_2013,118,lower trapezius,test 12,0.05458305045629498
11345,Patrick_2013,118,lower trapezius,test 13,0.07037213471618498
11346,Patrick_2013,118,lower trapezius,test 14,0.15406746379580427
11347,Patrick_2013,118,anterior deltoid,test 00,0.32459275354498085
11348,Patrick_2013,118,anterior deltoid,test 01,0.157448004949948
11349,Patrick_2013,118,anterior deltoid,test 02,0.2373617160856266
11350,Patrick_2013,118,anterior deltoid,test 03,0.24744343800620905
11351,Patrick_2013,118,anterior deltoid,test 04,0.3549419304908168
11352,Patrick_2013,118,anterior deltoid,test 05,0.013433105446135615
11353,Patrick_2013,118,anterior deltoid,test 06,0.05018536265780032
11354,Patrick_2013,118,anterior deltoid,test 07,0.07348602032430834
11355,Patrick_2013,118,anterior deltoid,test 08,0.1631149869205602
11356,Patrick_2013,118,anterior deltoid,test 09,0.10185817964972672
11357,Patrick_2013,118,anterior deltoid,test 10,0.007821042572402126
11358,Patrick_2013,118,anterior deltoid,test 11,0.17934650367382593
11359,Patrick_2013,118,anterior deltoid,test 12,0.006980192994144655
11360,Patrick_2013,118,anterior deltoid,test 13,0.1447603557169475
11361,Patrick_2013,118,anterior deltoid,test 14,0.4156843340906819
11362,Patrick_2013,118,middle deltoid,test 00,0.1524301636406442
11363,Patrick_2013,118,middle deltoid,test 01,0.15303683396085185
11364,Patrick_2013,118,middle deltoid,test 02,0.17004406199850464
11365,Patrick_2013,118,middle deltoid,test 03,0.13348444004303942
11366,Patrick_2013,118,middle deltoid,test 04,0.15222221785580733
11367,Patrick_2013,118,middle deltoid,test 05,0.04995335840345376
11368,Patrick_2013,118,middle deltoid,test 06,0.02805095464577198
11369,Patrick_2013,118,middle deltoid,test 07,0.018454370292394853
11370,Patrick_2013,118,middle deltoid,test 08,0.08628544830887211
11371,Patrick_2013,118,middle deltoid,test 09,0.07598230562384552
11372,Patrick_2013,118,middle deltoid,test 10,0.023116382651610607
11373,Patrick_2013,118,middle deltoid,test 11,0.13697612800659437
11374,Patrick_2013,118,middle deltoid,test 12,0.02309781659489549
11375,Patrick_2013,118,middle deltoid,test 13,0.032681444464445486
11376,Patrick_2013,118,middle deltoid,test 14,0.17430879831050713
11377,Patrick_2013,118,posterior deltoid,test 00,0.32553873376739173
11378,Patrick_2013,118,posterior deltoid,test 01,0.4601229164740031
11379,Patrick_2013,118,posterior deltoid,test 02,0.3629520596220018
11380,Patrick_2013,118,posterior deltoid,test 03,0.29687519042840804
11381,Patrick_2013,118,posterior deltoid,test 04,0.36162915404443907
11382,Patrick_2013,118,posterior deltoid,test 05,0.12711440818783842
11383,Patrick_2013,118,posterior deltoid,test 06,0.04313021389925439
11384,Patrick_2013,118,posterior deltoid,test 07,0.01857925807704504
11385,Patrick_2013,118,posterior deltoid,test 08,0.20217412708963764
11386,Patrick_2013,118,posterior deltoid,test 09,0.1740311898864606
11387,Patrick_2013,118,posterior deltoid,test 10,0.05693182566850414
11388,Patrick_2013,118,posterior deltoid,test 11,0.37666231663585065
11389,Patrick_2013,118,posterior deltoid,test 12,0.05902224463168217
11390,Patrick_2013,118,posterior deltoid,test 13,0.017956843859133327
11391,Patrick_2013,118,posterior deltoid,test 14,0.29549521626928504
11392,Patrick_2013,118,pectoralis major,test 00,0.012358005471705536
11393,Patrick_2013,118,pectoralis major,test 01,0.01266512292775165
11394,Patrick_2013,118,pectoralis major,test 02,0.013437757084461
11395,Patrick_2013,118,pectoralis major,test 03,0.016357680888708478
11396,Patrick_2013,118,pectoralis major,test 04,0.015705020158236146
11397,Patrick_2013,118,pectoralis major,test 05,0.014299642603902273
11398,Patrick_2013,118,pectoralis major,test 06,0.10981476352799593
11399,Patrick_2013,118,pectoralis major,test 07,0.13399980304556458
11400,Patrick_2013,118,pectoralis major,test 08,0.0318452898711007
11401,Patrick_2013,118,pectoralis major,test 09,0.010191270083598797
11402,Patrick_2013,118,pectoralis major,test 10,0.05376594505719919
11403,Patrick_2013,118,pectoralis major,test 11,0.01349120706405394
11404,Patrick_2013,118,pectoralis major,test 12,0.045681186956968045
11405,Patrick_2013,118,pectoralis major,test 13,0.35353231472068936
11406,Patrick_2013,118,pectoralis major,test 14,0.01734309898114489
11407,Patrick_2013,118,serratus anterior,test 00,0.060386076537163005
11408,Patrick_2013,118,serratus anterior,test 01,0.08647099240935423
11409,Patrick_2013,118,serratus anterior,test 02,0.09778948667627706
11410,Patrick_2013,118,serratus anterior,test 03,0.07971577238361381
11411,Patrick_2013,118,serratus anterior,test 04,0.08035828837132496
11412,Patrick_2013,118,serratus anterior,test 05,0.34640560536689274
11413,Patrick_2013,118,serratus anterior,test 06,0.458430149618487
11414,Patrick_2013,118,serratus anterior,test 07,0.31141137597745416
11415,Patrick_2013,118,serratus anterior,test 08,0.12379929452268346
11416,Patrick_2013,118,serratus anterior,test 09,0.12268598536360516
11417,Patrick_2013,118,serratus anterior,test 10,0.1837758402696309
11418,Patrick_2013,118,serratus anterior,test 11,0.06479947966632957
11419,Patrick_2013,118,serratus anterior,test 12,0.2723939926300617
11420,Patrick_2013,118,serratus anterior,test 13,0.06711779261275712
11421,Patrick_2013,118,serratus anterior,test 14,0.11139111963861861
11422,Patrick_2013,118,latissimus dorsi,test 00,0.04640806539926867
11423,Patrick_2013,118,latissimus dorsi,test 01,0.1941832946345102
11424,Patrick_2013,118,latissimus dorsi,test 02,0.15323263815488403
11425,Patrick_2013,118,latissimus dorsi,test 03,0.06773406415879057
11426,Patrick_2013,118,latissimus dorsi,test 04,0.05083875709342459
11427,Patrick_2013,118,latissimus dorsi,test 05,0.5216169826223469
11428,Patrick_2013,118,latissimus dorsi,test 06,0.41841609122387013
11429,Patrick_2013,118,latissimus dorsi,test 07,0.0853139401061043
11430,Patrick_2013,118,latissimus dorsi,test 08,0.0358964545026881
11431,Patrick_2013,118,latissimus dorsi,test 09,0.21082565333871098
11432,Patrick_2013,118,latissimus dorsi,test 10,0.41865350322371053
11433,Patrick_2013,118,latissimus dorsi,test 11,0.09646659819423754
11434,Patrick_2013,118,latissimus dorsi,test 12,0.19117712635786863
11435,Patrick_2013,118,latissimus dorsi,test 13,0.06820780499049588
11436,Patrick_2013,118,latissimus dorsi,test 14,0.038407752541326175
11437,Patrick_2013,118,supraspinatus,test 00,0.5913902982758585
11438,Patrick_2013,118,supraspinatus,test 01,0.5854996530988748
11439,Patrick_2013,118,supraspinatus,test 02,0.6083310014703149
11440,Patrick_2013,118,supraspinatus,test 03,0.6436230125963709
11441,Patrick_2013,118,supraspinatus,test 04,0.6783775353634048
11442,Patrick_2013,118,supraspinatus,test 05,0.21226955758417304
11443,Patrick_2013,118,supraspinatus,test 06,0.08016162765258888
11444,Patrick_2013,118,supraspinatus,test 07,0.11786263996719598
11445,Patrick_2013,118,supraspinatus,test 08,0.416015438819383
11446,Patrick_2013,118,supraspinatus,test 09,0.27291598302831865
11447,Patrick_2013,118,supraspinatus,test 10,0.08338532409850724
11448,Patrick_2013,118,supraspinatus,test 11,0.6338710898389
11449,Patrick_2013,118,supraspinatus,test 12,0.06682719435171477
11450,Patrick_2013,118,supraspinatus,test 13,0.15359407078002627
11451,Patrick_2013,118,supraspinatus,test 14,0.6731214551031203
11452,Patrick_2013,118,infraspinatus,test 00,0.04465853837719008
11453,Patrick_2013,118,infraspinatus,test 01,0.10108524888439348
11454,Patrick_2013,118,infraspinatus,test 02,0.06505730375117463
11455,Patrick_2013,118,infraspinatus,test 03,0.0737209484834854
11456,Patrick_2013,118,infraspinatus,test 04,0.049252944662461134
11457,Patrick_2013,118,infraspinatus,test 05,0.02769487223360874
11458,Patrick_2013,118,infraspinatus,test 06,0.024181954819489666
11459,Patrick_2013,118,infraspinatus,test 07,0.02270285663193788
11460,Patrick_2013,118,infraspinatus,test 08,0.02892178331098767
11461,Patrick_2013,118,infraspinatus,test 09,0.040550501651743495
11462,Patrick_2013,118,infraspinatus,test 10,0.018154248984463044
11463,Patrick_2013,118,infraspinatus,test 11,0.06294414435918182
11464,Patrick_2013,118,infraspinatus,test 12,0.014369374523408193
11465,Patrick_2013,118,infraspinatus,test 13,0.013851072370033534
11466,Patrick_2013,118,infraspinatus,test 14,0.06285893616842551
11467,Patrick_2013,118,subscapularis,test 00,0.014876052839266555
11468,Patrick_2013,118,subscapularis,test 01,0.022762859677025692
11469,Patrick_2013,118,subscapularis,test 02,0.013041501494434421
11470,Patrick_2013,118,subscapularis,test 03,0.014456743663090613
11471,Patrick_2013,118,subscapularis,test 04,0.015179080812635947
11472,Patrick_2013,118,subscapularis,test 05,0.007437680302959704
11473,Patrick_2013,118,subscapularis,test 06,0.011702626477672848
11474,Patrick_2013,118,subscapularis,test 07,0.00726801511122208
11475,Patrick_2013,118,subscapularis,test 08,0.017313805447056768
11476,Patrick_2013,118,subscapularis,test 09,0.028348019055515563
11477,Patrick_2013,118,subscapularis,test 10,0.010876221298697203
11478,Patrick_2013,118,subscapularis,test 11,0.012546749410694415
11479,Patrick_2013,118,subscapularis,test 12,0.015145438573412787
11480,Patrick_2013,118,subscapularis,test 13,0.009494529150996509
11481,Patrick_2013,118,subscapularis,test 14,0.014788259688230353
11482,Patrick_2013,119,upper trapezius,test 00,0.26541385604397005
11483,Patrick_2013,119,upper trapezius,test 01,0.2681544117744711
11484,Patrick_2013,119,upper trapezius,test 02,0.29529207902462745
11485,Patrick_2013,119,upper trapezius,test 03,0.4833810809755563
11486,Patrick_2013,119,upper trapezius,test 04,0.4128654180118052
11487,Patrick_2013,119,upper trapezius,test 05,0.25568842740123926
11488,Patrick_2013,119,upper trapezius,test 06,0.010790990169919098
11489,Patrick_2013,119,upper trapezius,test 07,0.024132068556112052
11490,Patrick_2013,119,upper trapezius,test 08,0.28039956051639287
11491,Patrick_2013,119,upper trapezius,test 09,0.2246375152814901
11492,Patrick_2013,119,upper trapezius,test 10,0.03276363059327532
11493,Patrick_2013,119,upper trapezius,test 11,0.5999892688113582
11494,Patrick_2013,119,upper trapezius,test 12,0.025584844363096836
11495,Patrick_2013,119,upper trapezius,test 13,0.030063809266886073
11496,Patrick_2013,119,upper trapezius,test 14,0.21900959987463905
11497,Patrick_2013,119,middle trapezius,test 00,0.3913765322646894
11498,Patrick_2013,119,middle trapezius,test 01,0.4685981831356955
11499,Patrick_2013,119,middle trapezius,test 02,0.4310815705977596
11500,Patrick_2013,119,middle trapezius,test 03,0.26639904935635955
11501,Patrick_2013,119,middle trapezius,test 04,0.3106503159400369
11502,Patrick_2013,119,middle trapezius,test 05,0.4432833689343809
11503,Patrick_2013,119,middle trapezius,test 06,0.22290711519794082
11504,Patrick_2013,119,middle trapezius,test 07,0.1315000839005933
11505,Patrick_2013,119,middle trapezius,test 08,0.7276760509748204
11506,Patrick_2013,119,middle trapezius,test 09,0.6118410540463699
11507,Patrick_2013,119,middle trapezius,test 10,0.12795985224490902
11508,Patrick_2013,119,middle trapezius,test 11,0.3548848734097542
11509,Patrick_2013,119,middle trapezius,test 12,0.11358817022378222
11510,Patrick_2013,119,middle trapezius,test 13,0.16959580277215153
11511,Patrick_2013,119,middle trapezius,test 14,0.5535077179929657
11512,Patrick_2013,119,lower trapezius,test 00,0.17397935107065587
11513,Patrick_2013,119,lower trapezius,test 01,0.37686224946251107
11514,Patrick_2013,119,lower trapezius,test 02,0.27886944079025755
11515,Patrick_2013,119,lower trapezius,test 03,0.2531904117125345
11516,Patrick_2013,119,lower trapezius,test 04,0.23730019777420872
11517,Patrick_2013,119,lower trapezius,test 05,0.43680646167130105
11518,Patrick_2013,119,lower trapezius,test 06,0.4339239396364466
11519,Patrick_2013,119,lower trapezius,test 07,0.38659105808600513
11520,Patrick_2013,119,lower trapezius,test 08,0.3563138490107158
11521,Patrick_2013,119,lower trapezius,test 09,0.4052932155336906
11522,Patrick_2013,119,lower trapezius,test 10,0.4985205972250767
11523,Patrick_2013,119,lower trapezius,test 11,0.23405075746997916
11524,Patrick_2013,119,lower trapezius,test 12,0.3089356903397229
11525,Patrick_2013,119,lower trapezius,test 13,0.29957771536844546
11526,Patrick_2013,119,lower trapezius,test 14,0.23258843466414048
11527,Patrick_2013,119,anterior deltoid,test 00,0.4537164604214394
11528,Patrick_2013,119,anterior deltoid,test 01,0.0951548767493267
11529,Patrick_2013,119,anterior deltoid,test 02,0.6042914695472239
11530,Patrick_2013,119,anterior deltoid,test 03,0.6614517127833789
11531,Patrick_2013,119,anterior deltoid,test 04,0.7452533747599561
11532,Patrick_2013,119,anterior deltoid,test 05,0.08284330379254604
11533,Patrick_2013,119,anterior deltoid,test 06,0.057029212341662465
11534,Patrick_2013,119,anterior deltoid,test 07,0.39727363111408187
11535,Patrick_2013,119,anterior deltoid,test 08,0.3623523771757735
11536,Patrick_2013,119,anterior deltoid,test 09,0.1835510572410399
11537,Patrick_2013,119,anterior deltoid,test 10,0.03039552219418747
11538,Patrick_2013,119,anterior deltoid,test 11,0.5444091888931064
11539,Patrick_2013,119,anterior deltoid,test 12,0.02943720437974644
11540,Patrick_2013,119,anterior deltoid,test 13,0.39862628287735397
11541,Patrick_2013,119,anterior deltoid,test 14,0.4794646265399199
11542,Patrick_2013,119,middle deltoid,test 00,0.597455142648992
11543,Patrick_2013,119,middle deltoid,test 01,0.41952066767508284
11544,Patrick_2013,119,middle deltoid,test 02,0.38196120908778636
11545,Patrick_2013,119,middle deltoid,test 03,0.5359615195140077
11546,Patrick_2013,119,middle deltoid,test 04,0.41778707373999147
11547,Patrick_2013,119,middle deltoid,test 05,0.42523756632320114
11548,Patrick_2013,119,middle deltoid,test 06,0.029988893107498128
11549,Patrick_2013,119,middle deltoid,test 07,0.043500548864497855
11550,Patrick_2013,119,middle deltoid,test 08,0.7195087145194266
11551,Patrick_2013,119,middle deltoid,test 09,0.522354995195548
11552,Patrick_2013,119,middle deltoid,test 10,0.11307222013057992
11553,Patrick_2013,119,middle deltoid,test 11,0.5887945584651226
11554,Patrick_2013,119,middle deltoid,test 12,0.14864611596088242
11555,Patrick_2013,119,middle deltoid,test 13,0.06074194816810857
11556,Patrick_2013,119,middle deltoid,test 14,0.3643366467624581
11557,Patrick_2013,119,posterior deltoid,test 00,0.32177543345705334
11558,Patrick_2013,119,posterior deltoid,test 01,0.41240926560084834
11559,Patrick_2013,119,posterior deltoid,test 02,0.16211416898254366
11560,Patrick_2013,119,posterior deltoid,test 03,0.3108411791162121
11561,Patrick_2013,119,posterior deltoid,test 04,0.1874850687676834
11562,Patrick_2013,119,posterior deltoid,test 05,0.5097691437096059
11563,Patrick_2013,119,posterior deltoid,test 06,0.038529477041725796
11564,Patrick_2013,119,posterior deltoid,test 07,0.04012980405203884
11565,Patrick_2013,119,posterior deltoid,test 08,0.30702891162053203
11566,Patrick_2013,119,posterior deltoid,test 09,0.34648212107469134
11567,Patrick_2013,119,posterior deltoid,test 10,0.21256948140673132
11568,Patrick_2013,119,posterior deltoid,test 11,0.33948192675498223
11569,Patrick_2013,119,posterior deltoid,test 12,0.21662370802231676
11570,Patrick_2013,119,posterior deltoid,test 13,0.01586984381811914
11571,Patrick_2013,119,posterior deltoid,test 14,0.12151180692125416
11572,Patrick_2013,119,pectoralis major,test 00,0.01478914141995862
11573,Patrick_2013,119,pectoralis major,test 01,0.013373097329393976
11574,Patrick_2013,119,pectoralis major,test 02,0.019137648140370143
11575,Patrick_2013,119,pectoralis major,test 03,0.016818427888015835
11576,Patrick_2013,119,pectoralis major,test 04,0.016621166882952062
11577,Patrick_2013,119,pectoralis major,test 05,0.013482473915771604
11578,Patrick_2013,119,pectoralis major,test 06,0.4250891798091542
11579,Patrick_2013,119,pectoralis major,test 07,0.3937690259347741
11580,Patrick_2013,119,pectoralis major,test 08,0.01269920104691832
11581,Patrick_2013,119,pectoralis major,test 09,0.012209191165078268
11582,Patrick_2013,119,pectoralis major,test 10,0.036953781657164765
11583,Patrick_2013,119,pectoralis major,test 11,0.017109827160781726
11584,Patrick_2013,119,pectoralis major,test 12,0.1861787319395813
11585,Patrick_2013,119,pectoralis major,test 13,0.4493558731970558
11586,Patrick_2013,119,pectoralis major,test 14,0.010928921133350184
11587,Patrick_2013,119,serratus anterior,test 00,0.3554604118057959
11588,Patrick_2013,119,serratus anterior,test 01,0.01694357557465274
11589,Patrick_2013,119,serratus anterior,test 02,0.4518602555482531
11590,Patrick_2013,119,serratus anterior,test 03,0.4603394906435426
11591,Patrick_2013,119,serratus anterior,test 04,0.40717514751282086
11592,Patrick_2013,119,serratus anterior,test 05,0.01906110447696839
11593,Patrick_2013,119,serratus anterior,test 06,0.0702364755612268
11594,Patrick_2013,119,serratus anterior,test 07,0.05725654127233205
11595,Patrick_2013,119,serratus anterior,test 08,0.2218917980195951
11596,Patrick_2013,119,serratus anterior,test 09,0.11855505312728616
11597,Patrick_2013,119,serratus anterior,test 10,0.13496320784786497
11598,Patrick_2013,119,serratus anterior,test 11,0.4397998441281241
11599,Patrick_2013,119,serratus anterior,test 12,0.04109265300483254
11600,Patrick_2013,119,serratus anterior,test 13,0.1863821239271763
11601,Patrick_2013,119,serratus anterior,test 14,0.28655125391062486
11602,Patrick_2013,119,latissimus dorsi,test 00,0.1535817913672146
11603,Patrick_2013,119,latissimus dorsi,test 01,0.06498348221622018
11604,Patrick_2013,119,latissimus dorsi,test 02,0.2078926685019751
11605,Patrick_2013,119,latissimus dorsi,test 03,0.1516420993526354
11606,Patrick_2013,119,latissimus dorsi,test 04,0.1301567039390276
11607,Patrick_2013,119,latissimus dorsi,test 05,0.14198627417113988
11608,Patrick_2013,119,latissimus dorsi,test 06,0.21166326428451698
11609,Patrick_2013,119,latissimus dorsi,test 07,0.28006330004866187
11610,Patrick_2013,119,latissimus dorsi,test 08,0.07192305386176825
11611,Patrick_2013,119,latissimus dorsi,test 09,0.06946429708065653
11612,Patrick_2013,119,latissimus dorsi,test 10,0.21875380822083745
11613,Patrick_2013,119,latissimus dorsi,test 11,0.16790525185869531
11614,Patrick_2013,119,latissimus dorsi,test 12,0.13115899711271797
11615,Patrick_2013,119,latissimus dorsi,test 13,0.18096240618388482
11616,Patrick_2013,119,latissimus dorsi,test 14,0.06390830355970317
11617,Patrick_2013,119,supraspinatus,test 00,0.5084499743038199
11618,Patrick_2013,119,supraspinatus,test 01,0.5766611735567222
11619,Patrick_2013,119,supraspinatus,test 02,0.5297654136418327
11620,Patrick_2013,119,supraspinatus,test 03,0.5650606556777078
11621,Patrick_2013,119,supraspinatus,test 04,0.5720327132335338
11622,Patrick_2013,119,supraspinatus,test 05,0.6106472642413475
11623,Patrick_2013,119,supraspinatus,test 06,0.0800054441562033
11624,Patrick_2013,119,supraspinatus,test 07,0.10448995925881775
11625,Patrick_2013,119,supraspinatus,test 08,0.5888724613081473
11626,Patrick_2013,119,supraspinatus,test 09,0.5336541938999212
11627,Patrick_2013,119,supraspinatus,test 10,0.16353531004534963
11628,Patrick_2013,119,supraspinatus,test 11,0.8091058306505788
11629,Patrick_2013,119,supraspinatus,test 12,0.2679417551281226
11630,Patrick_2013,119,supraspinatus,test 13,0.10170786548238007
11631,Patrick_2013,119,supraspinatus,test 14,0.45919891171973776
11632,Patrick_2013,119,infraspinatus,test 00,0.05621229234989068
11633,Patrick_2013,119,infraspinatus,test 01,0.06303092746766811
11634,Patrick_2013,119,infraspinatus,test 02,0.061567611286061225
11635,Patrick_2013,119,infraspinatus,test 03,0.08015466259845996
11636,Patrick_2013,119,infraspinatus,test 04,0.04858980296492513
11637,Patrick_2013,119,infraspinatus,test 05,0.023784896287820368
11638,Patrick_2013,119,infraspinatus,test 06,0.006813984102981637
11639,Patrick_2013,119,infraspinatus,test 07,0.02453928915361705
11640,Patrick_2013,119,infraspinatus,test 08,0.0475605789132222
11641,Patrick_2013,119,infraspinatus,test 09,0.05939784464263256
11642,Patrick_2013,119,infraspinatus,test 10,0.006052483328186564
11643,Patrick_2013,119,infraspinatus,test 11,0.054528501027713144
11644,Patrick_2013,119,infraspinatus,test 12,0.009387074054673244
11645,Patrick_2013,119,infraspinatus,test 13,0.005758734808522712
11646,Patrick_2013,119,infraspinatus,test 14,0.04954902653972424
11647,Patrick_2013,119,subscapularis,test 00,0.015385007505587505
11648,Patrick_2013,119,subscapularis,test 01,0.024803473300679738
11649,Patrick_2013,119,subscapularis,test 02,0.02642106102400987
11650,Patrick_2013,119,subscapularis,test 03,0.017842552367636
11651,Patrick_2013,119,subscapularis,test 04,0.024480416746805678
11652,Patrick_2013,119,subscapularis,test 05,0.021355049408591672
11653,Patrick_2013,119,subscapularis,test 06,0.012851043459017214
11654,Patrick_2013,119,subscapularis,test 07,0.013841002624840431
11655,Patrick_2013,119,subscapularis,test 08,0.025344185653025746
11656,Patrick_2013,119,subscapularis,test 09,0.0295933488325023
11657,Patrick_2013,119,subscapularis,test 10,0.01209742994572272
11658,Patrick_2013,119,subscapularis,test 11,0.022234265519837308
11659,Patrick_2013,119,subscapularis,test 12,0.03222962093361219
11660,Patrick_2013,119,subscapularis,test 13,0.015546942328881404
11661,Patrick_2013,119,subscapularis,test 14,0.02612660411369326
11662,Patrick_2013,120,upper trapezius,test 00,0.5515860567907706
11663,Patrick_2013,120,upper trapezius,test 01,0.2964209618967844
11664,Patrick_2013,120,upper trapezius,test 02,0.7798574862518557
11665,Patrick_2013,120,upper trapezius,test 03,0.3126151970794843
11666,Patrick_2013,120,upper trapezius,test 04,0.28022533510940784
11667,Patrick_2013,120,upper trapezius,test 05,0.35555725491624
11668,Patrick_2013,120,upper trapezius,test 06,0.03547585523174825
11669,Patrick_2013,120,upper trapezius,test 07,0.028969867001416814
11670,Patrick_2013,120,upper trapezius,test 08,0.2813152422026432
11671,Patrick_2013,120,upper trapezius,test 09,0.21157826828561813
11672,Patrick_2013,120,upper trapezius,test 10,0.0600576832118901
11673,Patrick_2013,120,upper trapezius,test 11,0.3387603614458179
11674,Patrick_2013,120,upper trapezius,test 12,0.06665567462638335
11675,Patrick_2013,120,upper trapezius,test 13,0.05534129362878155
11676,Patrick_2013,120,upper trapezius,test 14,0.332899383670996
11677,Patrick_2013,120,middle trapezius,test 00,0.3149343926675074
11678,Patrick_2013,120,middle trapezius,test 01,0.35980964025650397
11679,Patrick_2013,120,middle trapezius,test 02,0.4172690252784982
11680,Patrick_2013,120,middle trapezius,test 03,0.16560714265163592
11681,Patrick_2013,120,middle trapezius,test 04,0.2952473419995833
11682,Patrick_2013,120,middle trapezius,test 05,0.3160165886725199
11683,Patrick_2013,120,middle trapezius,test 06,0.029636856952700148
11684,Patrick_2013,120,middle trapezius,test 07,0.014814001824011295
11685,Patrick_2013,120,middle trapezius,test 08,0.3880427609468649
11686,Patrick_2013,120,middle trapezius,test 09,0.41284804427073113
11687,Patrick_2013,120,middle trapezius,test 10,0.06134312746057883
11688,Patrick_2013,120,middle trapezius,test 11,0.2941884381830196
11689,Patrick_2013,120,middle trapezius,test 12,0.16560369589516918
11690,Patrick_2013,120,middle trapezius,test 13,0.009397202493845831
11691,Patrick_2013,120,middle trapezius,test 14,0.2015409237213061
11692,Patrick_2013,120,lower trapezius,test 00,0.20862099228825914
11693,Patrick_2013,120,lower trapezius,test 01,0.251043492462267
11694,Patrick_2013,120,lower trapezius,test 02,0.2785839193254181
11695,Patrick_2013,120,lower trapezius,test 03,0.21457563507519015
11696,Patrick_2013,120,lower trapezius,test 04,0.22832039765119863
11697,Patrick_2013,120,lower trapezius,test 05,0.1397012313389171
11698,Patrick_2013,120,lower trapezius,test 06,0.16856692266029585
11699,Patrick_2013,120,lower trapezius,test 07,0.14839437181549295
11700,Patrick_2013,120,lower trapezius,test 08,0.21056643420786877
11701,Patrick_2013,120,lower trapezius,test 09,0.2644816400524005
11702,Patrick_2013,120,lower trapezius,test 10,0.030813805014708876
11703,Patrick_2013,120,lower trapezius,test 11,0.18653495768526632
11704,Patrick_2013,120,lower trapezius,test 12,0.021783554509752768
11705,Patrick_2013,120,lower trapezius,test 13,0.10939543880520201
11706,Patrick_2013,120,lower trapezius,test 14,0.2022833865720645
11707,Patrick_2013,120,anterior deltoid,test 00,0.2849392372956643
11708,Patrick_2013,120,anterior deltoid,test 01,0.02064933839538562
11709,Patrick_2013,120,anterior deltoid,test 02,0.18638179050010892
11710,Patrick_2013,120,anterior deltoid,test 03,0.18860957816966203
11711,Patrick_2013,120,anterior deltoid,test 04,0.21616564915048983
11712,Patrick_2013,120,anterior deltoid,test 05,0.01567964038501276
11713,Patrick_2013,120,anterior deltoid,test 06,0.014333484599623917
11714,Patrick_2013,120,anterior deltoid,test 07,0.11729926697608674
11715,Patrick_2013,120,anterior deltoid,test 08,0.16966447729060147
11716,Patrick_2013,120,anterior deltoid,test 09,0.053438866708353315
11717,Patrick_2013,120,anterior deltoid,test 10,0.006930643285494059
11718,Patrick_2013,120,anterior deltoid,test 11,0.2603207787378354
11719,Patrick_2013,120,anterior deltoid,test 12,0.00790880222359543
11720,Patrick_2013,120,anterior deltoid,test 13,0.1338185879298097
11721,Patrick_2013,120,anterior deltoid,test 14,0.20911314473513323
11722,Patrick_2013,120,middle deltoid,test 00,0.24195258066674435
11723,Patrick_2013,120,middle deltoid,test 01,0.15366900909488404
11724,Patrick_2013,120,middle deltoid,test 02,0.2354837401565883
11725,Patrick_2013,120,middle deltoid,test 03,0.18609858611053892
