,dataset,participant,muscle,test,mvc
1904,Romain2017,30,middle deltoid,test 13,2.4396130955441486e-05
1905,Romain2017,30,posterior deltoid,test 00,4.540227249095616e-05
1906,Romain2017,30,posterior deltoid,test 03,8.235291436034283e-05
1907,Romain2017,30,posterior deltoid,test 04,6.99244932813889e-05
1908,Romain2017,30,posterior deltoid,test 05,0.0003598039559692267
1909,Romain2017,30,posterior deltoid,test 08,0.00012482093061029132
1910,Romain2017,30,posterior deltoid,test 09,0.0002399394166026581
1911,Romain2017,30,posterior deltoid,test 10,0.0001853320739079823
1912,Romain2017,30,posterior deltoid,test 13,1.3830745102437533e-05
1913,Romain2017,30,pectoralis major,test 00,0.00015255077522663882
1914,Romain2017,30,pectoralis major,test 03,5.926601855981663e-05
1915,Romain2017,30,pectoralis major,test 04,3.201771696204233e-05
1916,Romain2017,30,pectoralis major,test 05,7.453760868145615e-06
1917,Romain2017,30,pectoralis major,test 08,8.944171043131587e-06
1918,Romain2017,30,pectoralis major,test 09,6.2542625035180695e-06
1919,Romain2017,30,pectoralis major,test 10,1.2258990017061436e-05
1920,Romain2017,30,pectoralis major,test 13,0.00011566328096545829
1921,Romain2017,30,supraspinatus,test 00,0.0009402973759369251
1922,Romain2017,30,supraspinatus,test 03,0.0011488136251112616
1923,Romain2017,30,supraspinatus,test 04,0.001231647350667621
1924,Romain2017,30,supraspinatus,test 05,8.218360169428239e-07
1925,Romain2017,30,supraspinatus,test 08,0.001019748881759847
1926,Romain2017,30,supraspinatus,test 09,0.0007938943048178724
1927,Romain2017,30,supraspinatus,test 10,2.0627340954329514e-06
1928,Romain2017,30,supraspinatus,test 13,0.0004900243426805081
1929,Romain2017,30,infraspinatus,test 00,0.0004202524600601403
1930,Romain2017,30,infraspinatus,test 03,0.0009110053787293162
1931,Romain2017,30,infraspinatus,test 04,0.0005601801884718706
1932,Romain2017,30,infraspinatus,test 05,0.0004242642849569933
1933,Romain2017,30,infraspinatus,test 08,0.0005387273486306017
1934,Romain2017,30,infraspinatus,test 09,0.0006907832313250047
1935,Romain2017,30,infraspinatus,test 10,0.0002667008536548644
1936,Romain2017,30,infraspinatus,test 13,0.00012045826823564586
1937,Romain2017,30,subscapularis,test 00,0.0001930814297599975
1938,Romain2017,30,subscapularis,test 03,0.0002736981136217248
1939,Romain2017,30,subscapularis,test 04,0.0002851345628728458
1940,Romain2017,30,subscapularis,test 05,0.0012494693098409517
1941,Romain2017,30,subscapularis,test 08,0.00025133591003793584
1942,Romain2017,30,subscapularis,test 09,0.0002847920854672597
1943,Romain2017,30,subscapularis,test 10,0.00103532345364057
1944,Romain2017,30,subscapularis,test 13,0.0001506554966272167
1945,Romain2017,31,upper trapezius,test 00,0.00026430000137470214
1946,Romain2017,31,upper trapezius,test 03,0.00022928154839798868
1947,Romain2017,31,upper trapezius,test 04,0.00021551367940253542
1948,Romain2017,31,upper trapezius,test 05,0.00015412373143975383
1949,Romain2017,31,upper trapezius,test 08,0.00024087974890995775
1950,Romain2017,31,upper trapezius,test 09,0.00015979822927789108
1951,Romain2017,31,upper trapezius,test 10,1.1117991141130502e-05
1952,Romain2017,31,upper trapezius,test 13,5.461923485471976e-05
1953,Romain2017,31,anterior deltoid,test 00,0.00023440123105582
1954,Romain2017,31,anterior deltoid,test 03,0.0003011291584272077
1955,Romain2017,31,anterior deltoid,test 04,0.0002520703861349803
1956,Romain2017,31,anterior deltoid,test 05,2.275426093731701e-05
1957,Romain2017,31,anterior deltoid,test 08,0.0001460367117475224
1958,Romain2017,31,anterior deltoid,test 09,8.070717981681707e-05
1959,Romain2017,31,anterior deltoid,test 10,8.376539332120497e-06
1960,Romain2017,31,anterior deltoid,test 13,0.00016093108754991952
1961,Romain2017,31,middle deltoid,test 00,0.00012284706456306362
1962,Romain2017,31,middle deltoid,test 03,0.00011050200070398423
1963,Romain2017,31,middle deltoid,test 04,0.0001328601367233816
1964,Romain2017,31,middle deltoid,test 05,0.00011420563818668353
1965,Romain2017,31,middle deltoid,test 08,0.00011182847911332067
1966,Romain2017,31,middle deltoid,test 09,9.948649049188073e-05
1967,Romain2017,31,middle deltoid,test 10,2.0150339320693988e-05
1968,Romain2017,31,middle deltoid,test 13,3.2679128844712314e-05
1969,Romain2017,31,posterior deltoid,test 00,8.453156022609546e-05
1970,Romain2017,31,posterior deltoid,test 03,9.864297684610183e-05
1971,Romain2017,31,posterior deltoid,test 04,0.00010619452696353301
1972,Romain2017,31,posterior deltoid,test 05,0.00023861326331480354
1973,Romain2017,31,posterior deltoid,test 08,0.00017222737908014182
1974,Romain2017,31,posterior deltoid,test 09,0.00018637281558694504
1975,Romain2017,31,posterior deltoid,test 10,4.9746153165420906e-05
1976,Romain2017,31,posterior deltoid,test 13,1.1418340600991765e-05
1977,Romain2017,31,pectoralis major,test 00,4.932004311124265e-06
1978,Romain2017,31,pectoralis major,test 03,7.148751829607199e-06
1979,Romain2017,31,pectoralis major,test 04,5.909247946093408e-06
1980,Romain2017,31,pectoralis major,test 05,1.2540673794194818e-05
1981,Romain2017,31,pectoralis major,test 08,7.0484081189139275e-06
1982,Romain2017,31,pectoralis major,test 09,5.170163296752019e-06
1983,Romain2017,31,pectoralis major,test 10,2.2414515617397675e-05
1984,Romain2017,31,pectoralis major,test 13,2.6879914649010998e-05
1985,Romain2017,31,supraspinatus,test 00,0.00046946156433893535
1986,Romain2017,31,supraspinatus,test 03,0.00048317289817413443
1987,Romain2017,31,supraspinatus,test 04,0.00048079252915657187
1988,Romain2017,31,supraspinatus,test 05,0.0005239639156316384
1989,Romain2017,31,supraspinatus,test 08,0.0005312983074687031
1990,Romain2017,31,supraspinatus,test 09,0.0004372048378695812
1991,Romain2017,31,supraspinatus,test 10,7.895723189040297e-05
1992,Romain2017,31,supraspinatus,test 13,5.595523796223594e-05
1993,Romain2017,31,infraspinatus,test 00,0.00036575507190462705
1994,Romain2017,31,infraspinatus,test 03,0.0005625183200146328
1995,Romain2017,31,infraspinatus,test 04,0.0004152173969097107
1996,Romain2017,31,infraspinatus,test 05,6.006395542245837e-05
1997,Romain2017,31,infraspinatus,test 08,0.0004587086628921063
1998,Romain2017,31,infraspinatus,test 09,0.0002749668133300025
1999,Romain2017,31,infraspinatus,test 10,5.1045657916252616e-05
2000,Romain2017,31,infraspinatus,test 13,0.00012606544623070242
2001,Romain2017,31,subscapularis,test 00,3.640021912018538e-05
2002,Romain2017,31,subscapularis,test 03,4.542341289003094e-05
2003,Romain2017,31,subscapularis,test 04,5.4713084226186446e-05
2004,Romain2017,31,subscapularis,test 05,0.0005151093326090398
2005,Romain2017,31,subscapularis,test 08,9.63694667817578e-05
2006,Romain2017,31,subscapularis,test 09,4.477779483132348e-05
2007,Romain2017,31,subscapularis,test 10,0.00019709891879987233
2008,Romain2017,31,subscapularis,test 13,5.1232223524258076e-05
2009,Landry2015_1,32,upper trapezius,test 00,0.7202322620387892
2010,Landry2015_1,32,upper trapezius,test 02,0.2753862505473816
2011,Landry2015_1,32,upper trapezius,test 03,0.6586576665233822
2012,Landry2015_1,32,upper trapezius,test 04,0.7890004287849285
2013,Landry2015_1,32,upper trapezius,test 05,0.21621796506732285
2014,Landry2015_1,32,upper trapezius,test 08,0.6373272489048148
2015,Landry2015_1,32,upper trapezius,test 09,0.832454675908319
2016,Landry2015_1,32,upper trapezius,test 10,0.07923782709935415
2017,Landry2015_1,32,upper trapezius,test 14,0.5293369562791304
2018,Landry2015_1,32,lower trapezius,test 00,0.23568180032726715
2019,Landry2015_1,32,lower trapezius,test 02,0.19643013383471744
2020,Landry2015_1,32,lower trapezius,test 03,0.2522704405370227
2021,Landry2015_1,32,lower trapezius,test 04,0.2862142587988389
2022,Landry2015_1,32,lower trapezius,test 05,0.09650590815559056
2023,Landry2015_1,32,lower trapezius,test 08,0.07809011249637363
2024,Landry2015_1,32,lower trapezius,test 09,0.3629504936344732
2025,Landry2015_1,32,lower trapezius,test 10,0.051890557702331926
2026,Landry2015_1,32,lower trapezius,test 14,0.21066912373029767
2027,Landry2015_1,32,anterior deltoid,test 00,0.42184132748732334
2028,Landry2015_1,32,anterior deltoid,test 02,0.09505766518237287
2029,Landry2015_1,32,anterior deltoid,test 03,0.6646729131731467
2030,Landry2015_1,32,anterior deltoid,test 04,0.561598690122778
2031,Landry2015_1,32,anterior deltoid,test 05,0.025100452124306102
2032,Landry2015_1,32,anterior deltoid,test 08,0.4397362022400259
2033,Landry2015_1,32,anterior deltoid,test 09,0.26577501243583895
2034,Landry2015_1,32,anterior deltoid,test 10,0.021651410752057537
2035,Landry2015_1,32,anterior deltoid,test 14,0.46840693664021604
2036,Landry2015_1,32,middle deltoid,test 00,0.2949879307846463
2037,Landry2015_1,32,middle deltoid,test 02,0.2699324930971687
2038,Landry2015_1,32,middle deltoid,test 03,0.3684193507535385
2039,Landry2015_1,32,middle deltoid,test 04,0.43077811574839725
2040,Landry2015_1,32,middle deltoid,test 05,0.14244337817352615
2041,Landry2015_1,32,middle deltoid,test 08,0.360354727902589
2042,Landry2015_1,32,middle deltoid,test 09,0.226988347895136
2043,Landry2015_1,32,middle deltoid,test 10,0.0878256338716416
2044,Landry2015_1,32,middle deltoid,test 14,0.25240194731892873
2045,Landry2015_1,32,posterior deltoid,test 00,0.1910776201438918
2046,Landry2015_1,32,posterior deltoid,test 02,0.4941707662777283
2047,Landry2015_1,32,posterior deltoid,test 03,0.21043617179194093
2048,Landry2015_1,32,posterior deltoid,test 04,0.44511089846807517
2049,Landry2015_1,32,posterior deltoid,test 05,0.40125985965182637
2050,Landry2015_1,32,posterior deltoid,test 08,0.5645377908830447
2051,Landry2015_1,32,posterior deltoid,test 09,0.3336410892773066
2052,Landry2015_1,32,posterior deltoid,test 10,0.3390799740172205
2053,Landry2015_1,32,posterior deltoid,test 14,0.17472706502911678
2054,Landry2015_1,32,serratus anterior,test 00,0.6800516291573246
2055,Landry2015_1,32,serratus anterior,test 02,0.44091176596658294
2056,Landry2015_1,32,serratus anterior,test 03,0.8812002146750842
2057,Landry2015_1,32,serratus anterior,test 04,1.0058421923048722
2058,Landry2015_1,32,serratus anterior,test 05,0.030762732014844578
2059,Landry2015_1,32,serratus anterior,test 08,0.3927914257184127
2060,Landry2015_1,32,serratus anterior,test 09,0.9532841677399739
2061,Landry2015_1,32,serratus anterior,test 10,0.0284988181059728
2062,Landry2015_1,32,serratus anterior,test 14,0.7683285926590394
2063,Landry2015_1,32,supraspinatus,test 00,0.4156883789580279
2064,Landry2015_1,32,supraspinatus,test 02,0.2582264373083836
2065,Landry2015_1,32,supraspinatus,test 03,0.404391751546108
2066,Landry2015_1,32,supraspinatus,test 04,0.533533210636114
2067,Landry2015_1,32,supraspinatus,test 05,0.21344424981337654
2068,Landry2015_1,32,supraspinatus,test 08,0.17995959361537847
2069,Landry2015_1,32,supraspinatus,test 09,0.21066585857207276
2070,Landry2015_1,32,supraspinatus,test 10,0.03715726232507471
2071,Landry2015_1,32,supraspinatus,test 14,0.27114754008758823
2072,Landry2015_1,32,infraspinatus,test 00,0.045713314326077475
2073,Landry2015_1,32,infraspinatus,test 02,0.05041655603318236
2074,Landry2015_1,32,infraspinatus,test 03,0.07056199761927046
2075,Landry2015_1,32,infraspinatus,test 04,0.04093045711238742
2076,Landry2015_1,32,infraspinatus,test 05,0.009637349662486019
2077,Landry2015_1,32,infraspinatus,test 08,0.007444558981066566
2078,Landry2015_1,32,infraspinatus,test 09,0.06154085983456549
2079,Landry2015_1,32,infraspinatus,test 10,0.005062699856872614
2080,Landry2015_1,32,infraspinatus,test 14,0.06584581459879421
2081,Landry2015_1,32,subscapularis,test 00,0.04425632252723717
2082,Landry2015_1,32,subscapularis,test 02,0.017310059550374294
2083,Landry2015_1,32,subscapularis,test 03,0.02338855482314091
2084,Landry2015_1,32,subscapularis,test 04,0.043996602734364273
2085,Landry2015_1,32,subscapularis,test 05,0.03492348573105042
2086,Landry2015_1,32,subscapularis,test 08,0.027906650406074485
2087,Landry2015_1,32,subscapularis,test 09,0.07116795820468609
2088,Landry2015_1,32,subscapularis,test 10,0.07499650457920404
2089,Landry2015_1,32,subscapularis,test 14,0.03684505140228462
2090,Landry2015_1,33,upper trapezius,test 00,0.1579557229390088
2091,Landry2015_1,33,upper trapezius,test 02,0.07931370313710705
2092,Landry2015_1,33,upper trapezius,test 03,0.10991256550182431
2093,Landry2015_1,33,upper trapezius,test 04,0.10266000548504516
2094,Landry2015_1,33,upper trapezius,test 05,0.05928938829748607
2095,Landry2015_1,33,upper trapezius,test 08,0.11674741767422171
2096,Landry2015_1,33,upper trapezius,test 09,0.23729250158982265
2097,Landry2015_1,33,upper trapezius,test 10,0.036407621690022526
2098,Landry2015_1,33,upper trapezius,test 14,0.03113933743657511
2099,Landry2015_1,33,lower trapezius,test 00,0.07616289063784953
2100,Landry2015_1,33,lower trapezius,test 02,0.26015950872564614
2101,Landry2015_1,33,lower trapezius,test 03,0.11585650990878191
2102,Landry2015_1,33,lower trapezius,test 04,0.07408087084755605
2103,Landry2015_1,33,lower trapezius,test 05,0.10746402072469713
2104,Landry2015_1,33,lower trapezius,test 08,0.12275887781535567
2105,Landry2015_1,33,lower trapezius,test 09,0.1506124688269916
2106,Landry2015_1,33,lower trapezius,test 10,0.03730572370560627
2107,Landry2015_1,33,lower trapezius,test 14,0.04308622212467094
2108,Landry2015_1,33,anterior deltoid,test 00,0.284413391040698
2109,Landry2015_1,33,anterior deltoid,test 02,0.15468310420275933
2110,Landry2015_1,33,anterior deltoid,test 03,0.29890148362378804
2111,Landry2015_1,33,anterior deltoid,test 04,0.28658223502699903
2112,Landry2015_1,33,anterior deltoid,test 05,0.06691012362663502
2113,Landry2015_1,33,anterior deltoid,test 08,0.17787288069061302
2114,Landry2015_1,33,anterior deltoid,test 09,0.27837105945607965
2115,Landry2015_1,33,anterior deltoid,test 10,0.018867652017896287
2116,Landry2015_1,33,anterior deltoid,test 14,0.20375453669012317
2117,Landry2015_1,33,middle deltoid,test 00,0.29257443296344526
2118,Landry2015_1,33,middle deltoid,test 02,0.097324274518369
2119,Landry2015_1,33,middle deltoid,test 03,0.25008874697757455
2120,Landry2015_1,33,middle deltoid,test 04,0.2803072913997615
2121,Landry2015_1,33,middle deltoid,test 05,0.22799595955406252
2122,Landry2015_1,33,middle deltoid,test 08,0.2823258756372628
2123,Landry2015_1,33,middle deltoid,test 09,0.18713746070600906
2124,Landry2015_1,33,middle deltoid,test 10,0.047316557981940975
2125,Landry2015_1,33,middle deltoid,test 14,0.24283528378476252
2126,Landry2015_1,33,posterior deltoid,test 00,0.10752701254407676
2127,Landry2015_1,33,posterior deltoid,test 02,0.09822902321800162
2128,Landry2015_1,33,posterior deltoid,test 03,0.08155037944431705
2129,Landry2015_1,33,posterior deltoid,test 04,0.11315419255811343
2130,Landry2015_1,33,posterior deltoid,test 05,0.43879740290207286
2131,Landry2015_1,33,posterior deltoid,test 08,0.19262168360383108
2132,Landry2015_1,33,posterior deltoid,test 09,0.25456729875774187
2133,Landry2015_1,33,posterior deltoid,test 10,0.25113480361657003
2134,Landry2015_1,33,posterior deltoid,test 14,0.14769527244558794
2135,Landry2015_1,33,serratus anterior,test 00,0.38401490073439404
2136,Landry2015_1,33,serratus anterior,test 02,0.04016176855257855
2137,Landry2015_1,33,serratus anterior,test 03,0.46637712895119526
2138,Landry2015_1,33,serratus anterior,test 04,0.39213515513072156
2139,Landry2015_1,33,serratus anterior,test 05,0.03672005621192205
2140,Landry2015_1,33,serratus anterior,test 08,0.33675811394714195
2141,Landry2015_1,33,serratus anterior,test 09,0.2744725893596226
2142,Landry2015_1,33,serratus anterior,test 10,0.022307283230941576
2143,Landry2015_1,33,serratus anterior,test 14,0.30495923576346495
2144,Landry2015_1,33,supraspinatus,test 00,0.19479690852672085
2145,Landry2015_1,33,supraspinatus,test 02,0.1016570931638931
2146,Landry2015_1,33,supraspinatus,test 03,0.2293778115435661
2147,Landry2015_1,33,supraspinatus,test 04,0.19624847552965274
2148,Landry2015_1,33,supraspinatus,test 05,0.20700964799374647
2149,Landry2015_1,33,supraspinatus,test 08,0.18696412314657584
2150,Landry2015_1,33,supraspinatus,test 09,0.15866317503582603
2151,Landry2015_1,33,supraspinatus,test 10,0.10209938266161919
2152,Landry2015_1,33,supraspinatus,test 14,0.029817581029126076
2153,Landry2015_1,33,infraspinatus,test 00,0.031793226290594015
2154,Landry2015_1,33,infraspinatus,test 02,0.03437591680897688
2155,Landry2015_1,33,infraspinatus,test 03,0.027747599969186514
2156,Landry2015_1,33,infraspinatus,test 04,0.0312349438833604
2157,Landry2015_1,33,infraspinatus,test 05,0.00999714218197849
2158,Landry2015_1,33,infraspinatus,test 08,0.016591780679131644
2159,Landry2015_1,33,infraspinatus,test 09,0.04567118027500897
2160,Landry2015_1,33,infraspinatus,test 10,0.0053280662191944154
2161,Landry2015_1,33,infraspinatus,test 14,0.09792539805469823
2162,Landry2015_1,33,subscapularis,test 00,0.021222023689236567
2163,Landry2015_1,33,subscapularis,test 02,0.012145177758498991
2164,Landry2015_1,33,subscapularis,test 03,0.012536618092210423
2165,Landry2015_1,33,subscapularis,test 04,0.020300543076343623
2166,Landry2015_1,33,subscapularis,test 05,0.01817446042712503
2167,Landry2015_1,33,subscapularis,test 08,0.013749765218483619
2168,Landry2015_1,33,subscapularis,test 09,0.016283622339295343
2169,Landry2015_1,33,subscapularis,test 10,0.025055759927946154
2170,Landry2015_1,33,subscapularis,test 14,0.005678917938178118
2171,Landry2015_1,34,upper trapezius,test 00,0.359108632505581
2172,Landry2015_1,34,upper trapezius,test 02,0.18089336481700893
2173,Landry2015_1,34,upper trapezius,test 03,0.4223654148495285
2174,Landry2015_1,34,upper trapezius,test 04,0.42354429570007773
2175,Landry2015_1,34,upper trapezius,test 05,0.3356996478184739
2176,Landry2015_1,34,upper trapezius,test 08,0.36847130872002354
2177,Landry2015_1,34,upper trapezius,test 09,0.26900922617073053
2178,Landry2015_1,34,upper trapezius,test 10,0.08989703803658723
2179,Landry2015_1,34,upper trapezius,test 14,0.08778659821177996
2180,Landry2015_1,34,lower trapezius,test 00,0.33786116352810486
2181,Landry2015_1,34,lower trapezius,test 02,0.4746609144608719
2182,Landry2015_1,34,lower trapezius,test 03,0.39809224474283195
2183,Landry2015_1,34,lower trapezius,test 04,0.38436888887731424
2184,Landry2015_1,34,lower trapezius,test 05,0.3191454704430248
2185,Landry2015_1,34,lower trapezius,test 08,0.2818658198561726
2186,Landry2015_1,34,lower trapezius,test 09,0.3908177101901678
2187,Landry2015_1,34,lower trapezius,test 10,0.027585698484103062
2188,Landry2015_1,34,lower trapezius,test 14,0.18292003435810117
2189,Landry2015_1,34,anterior deltoid,test 00,0.4574958522507829
2190,Landry2015_1,34,anterior deltoid,test 02,0.33447086318295005
2191,Landry2015_1,34,anterior deltoid,test 03,0.4736829109038647
2192,Landry2015_1,34,anterior deltoid,test 04,0.4821381022475509
2193,Landry2015_1,34,anterior deltoid,test 05,0.07875112363033947
2194,Landry2015_1,34,anterior deltoid,test 08,0.1072540684892296
2195,Landry2015_1,34,anterior deltoid,test 09,0.07584704836590188
2196,Landry2015_1,34,anterior deltoid,test 10,0.00824794477006724
2197,Landry2015_1,34,anterior deltoid,test 14,0.4343635269525245
2198,Landry2015_1,34,middle deltoid,test 00,0.2015610474301139
2199,Landry2015_1,34,middle deltoid,test 02,0.16527780686967
2200,Landry2015_1,34,middle deltoid,test 03,0.21770398999310464
2201,Landry2015_1,34,middle deltoid,test 04,0.20454184698398675
2202,Landry2015_1,34,middle deltoid,test 05,0.2597297410795847
2203,Landry2015_1,34,middle deltoid,test 08,0.12244284368737439
2204,Landry2015_1,34,middle deltoid,test 09,0.10645323960859125
2205,Landry2015_1,34,middle deltoid,test 10,0.024096697675102273
2206,Landry2015_1,34,middle deltoid,test 14,0.19345639606586318
2207,Landry2015_1,34,posterior deltoid,test 00,0.2537168439891855
2208,Landry2015_1,34,posterior deltoid,test 02,0.21840519025011296
2209,Landry2015_1,34,posterior deltoid,test 03,0.23692844687127884
2210,Landry2015_1,34,posterior deltoid,test 04,0.24576371404286929
2211,Landry2015_1,34,posterior deltoid,test 05,0.3880469308381762
2212,Landry2015_1,34,posterior deltoid,test 08,0.1850958746489143
2213,Landry2015_1,34,posterior deltoid,test 09,0.1727784392733076
2214,Landry2015_1,34,posterior deltoid,test 10,0.19154844756002906
2215,Landry2015_1,34,posterior deltoid,test 14,0.21552159631090398
2216,Landry2015_1,34,serratus anterior,test 00,0.3048104287417529
2217,Landry2015_1,34,serratus anterior,test 02,0.24973553983384525
2218,Landry2015_1,34,serratus anterior,test 03,0.3592195101386147
2219,Landry2015_1,34,serratus anterior,test 04,0.33424358961398015
2220,Landry2015_1,34,serratus anterior,test 05,0.023858613879369665
2221,Landry2015_1,34,serratus anterior,test 08,0.17791267571286812
2222,Landry2015_1,34,serratus anterior,test 09,0.017760136378520124
2223,Landry2015_1,34,serratus anterior,test 10,0.03152421245777462
2224,Landry2015_1,34,serratus anterior,test 14,0.3064159638358585
2225,Landry2015_1,34,supraspinatus,test 00,0.5477824334077639
2226,Landry2015_1,34,supraspinatus,test 02,0.10381074015994946
2227,Landry2015_1,34,supraspinatus,test 03,0.08155409978829985
2228,Landry2015_1,34,supraspinatus,test 04,0.0994240461202923
2229,Landry2015_1,34,supraspinatus,test 05,0.07954632025778628
2230,Landry2015_1,34,supraspinatus,test 08,0.38290110156602897
2231,Landry2015_1,34,supraspinatus,test 09,0.04339559695156441
2232,Landry2015_1,34,supraspinatus,test 10,0.00832243803200451
2233,Landry2015_1,34,supraspinatus,test 14,0.01711086623586344
2234,Landry2015_1,34,infraspinatus,test 00,0.0650111651663149
2235,Landry2015_1,34,infraspinatus,test 02,0.04685649083050946
2236,Landry2015_1,34,infraspinatus,test 03,0.038527747435342534
2237,Landry2015_1,34,infraspinatus,test 04,0.06073842566642952
2238,Landry2015_1,34,infraspinatus,test 05,0.014233581787865934
2239,Landry2015_1,34,infraspinatus,test 08,0.03198458435059433
2240,Landry2015_1,34,infraspinatus,test 09,0.03876030067104819
2241,Landry2015_1,34,infraspinatus,test 10,0.024094268375715284
2242,Landry2015_1,34,infraspinatus,test 14,0.054736909850885196
2243,Landry2015_1,34,subscapularis,test 00,0.019887069605328142
2244,Landry2015_1,34,subscapularis,test 02,0.016808720707614584
2245,Landry2015_1,34,subscapularis,test 03,0.01366757808928133
2246,Landry2015_1,34,subscapularis,test 04,0.023807588755306863
2247,Landry2015_1,34,subscapularis,test 05,0.037439140485324755
2248,Landry2015_1,34,subscapularis,test 08,0.010167617642035477
2249,Landry2015_1,34,subscapularis,test 09,0.03840404228067657
2250,Landry2015_1,34,subscapularis,test 10,0.06631882169610513
2251,Landry2015_1,34,subscapularis,test 14,0.012758295296164405
2252,Landry2015_1,35,upper trapezius,test 00,0.5078029492822164
2253,Landry2015_1,35,upper trapezius,test 02,0.39702981144815175
2254,Landry2015_1,35,upper trapezius,test 03,0.3625607101197214
2255,Landry2015_1,35,upper trapezius,test 04,0.3858074715106601
2256,Landry2015_1,35,upper trapezius,test 05,0.22850287692652108
2257,Landry2015_1,35,upper trapezius,test 08,0.231585265373849
2258,Landry2015_1,35,upper trapezius,test 09,0.17164301930428558
2259,Landry2015_1,35,upper trapezius,test 10,0.02120333826938622
2260,Landry2015_1,35,upper trapezius,test 14,0.1592430547597815
2261,Landry2015_1,35,lower trapezius,test 00,0.0423960549974117
2262,Landry2015_1,35,lower trapezius,test 02,0.09737619628026495
2263,Landry2015_1,35,lower trapezius,test 03,0.041903279157715544
2264,Landry2015_1,35,lower trapezius,test 04,0.03703348099371854
2265,Landry2015_1,35,lower trapezius,test 05,0.10397188728777847
2266,Landry2015_1,35,lower trapezius,test 08,0.05421939458867805
2267,Landry2015_1,35,lower trapezius,test 09,0.0767140570599902
2268,Landry2015_1,35,lower trapezius,test 10,0.09019564081485551
2269,Landry2015_1,35,lower trapezius,test 14,0.042832968189546704
2270,Landry2015_1,35,anterior deltoid,test 00,0.4053277518627131
2271,Landry2015_1,35,anterior deltoid,test 02,0.04085313877612281
2272,Landry2015_1,35,anterior deltoid,test 03,0.2999191109762722
2273,Landry2015_1,35,anterior deltoid,test 04,0.3228974408830295
2274,Landry2015_1,35,anterior deltoid,test 05,0.044305306784313804
2275,Landry2015_1,35,anterior deltoid,test 08,0.263428228065834
2276,Landry2015_1,35,anterior deltoid,test 09,0.12124154134068507
2277,Landry2015_1,35,anterior deltoid,test 10,0.014839150406901121
2278,Landry2015_1,35,anterior deltoid,test 14,0.20740164369046038
2279,Landry2015_1,35,middle deltoid,test 00,0.280443586045497
2280,Landry2015_1,35,middle deltoid,test 02,0.17016180491623667
2281,Landry2015_1,35,middle deltoid,test 03,0.17927280375737895
2282,Landry2015_1,35,middle deltoid,test 04,0.2119531225253378
2283,Landry2015_1,35,middle deltoid,test 05,0.1355764171833525
2284,Landry2015_1,35,middle deltoid,test 08,0.1367209002036834
2285,Landry2015_1,35,middle deltoid,test 09,0.18951540285167642
2286,Landry2015_1,35,middle deltoid,test 10,0.057878549178384045
2287,Landry2015_1,35,middle deltoid,test 14,0.08596799698617863
2288,Landry2015_1,35,posterior deltoid,test 00,0.12079736071660635
2289,Landry2015_1,35,posterior deltoid,test 02,0.27411395478534667
2290,Landry2015_1,35,posterior deltoid,test 03,0.07777700167034038
2291,Landry2015_1,35,posterior deltoid,test 04,0.10652641179553575
2292,Landry2015_1,35,posterior deltoid,test 05,0.19638733379151058
2293,Landry2015_1,35,posterior deltoid,test 08,0.08837537615197108
2294,Landry2015_1,35,posterior deltoid,test 09,0.11800431314346399
2295,Landry2015_1,35,posterior deltoid,test 10,0.11840340483173196
2296,Landry2015_1,35,posterior deltoid,test 14,0.036728232201588155
2297,Landry2015_1,35,serratus anterior,test 00,0.4522274220237294
2298,Landry2015_1,35,serratus anterior,test 02,0.11541218256824363
2299,Landry2015_1,35,serratus anterior,test 03,0.4728322747365037
2300,Landry2015_1,35,serratus anterior,test 04,0.4165440795198561
2301,Landry2015_1,35,serratus anterior,test 05,0.024847738854085123
2302,Landry2015_1,35,serratus anterior,test 08,0.23315374110361547
2303,Landry2015_1,35,serratus anterior,test 09,0.20282132900514602
2304,Landry2015_1,35,serratus anterior,test 10,0.024380744843102813
2305,Landry2015_1,35,serratus anterior,test 14,0.19478106383424232
2306,Landry2015_1,35,supraspinatus,test 00,0.4713705378348776
2307,Landry2015_1,35,supraspinatus,test 02,0.09645780553403915
2308,Landry2015_1,35,supraspinatus,test 03,0.6154130518744672
2309,Landry2015_1,35,supraspinatus,test 04,0.5815508124842272
2310,Landry2015_1,35,supraspinatus,test 05,0.09295624546108168
2311,Landry2015_1,35,supraspinatus,test 08,0.04419978787184935
2312,Landry2015_1,35,supraspinatus,test 09,0.07130977449240627
2313,Landry2015_1,35,supraspinatus,test 10,0.020442950550969816
2314,Landry2015_1,35,supraspinatus,test 14,0.029346941034897
2315,Landry2015_1,35,infraspinatus,test 00,0.021460186147764133
2316,Landry2015_1,35,infraspinatus,test 02,0.0287845360530503
2317,Landry2015_1,35,infraspinatus,test 03,0.023826833855139166
2318,Landry2015_1,35,infraspinatus,test 04,0.01795696735558237
2319,Landry2015_1,35,infraspinatus,test 05,0.004724338086943809
2320,Landry2015_1,35,infraspinatus,test 08,0.020989462730001976
2321,Landry2015_1,35,infraspinatus,test 09,0.0399043682848117
2322,Landry2015_1,35,infraspinatus,test 10,0.0040121723579407695
2323,Landry2015_1,35,infraspinatus,test 14,0.02477179410286286
2324,Landry2015_1,35,subscapularis,test 00,0.06427893240560861
2325,Landry2015_1,35,subscapularis,test 02,0.025821819902896056
2326,Landry2015_1,35,subscapularis,test 03,0.051609856935565204
2327,Landry2015_1,35,subscapularis,test 04,0.052844517215285144
