,dataset,participant,muscle,test 00,test 01,test 02,test 03,test 04,test 05,test 06,test 07,test 08,test 09,test 10,test 11,test 12,test 13,test 14,test 15
348,Landry2015_1,33,subscapularis,0.021222023689236567,,0.012145177758498991,0.012536618092210423,0.020300543076343623,0.01817446042712503,,,0.013749765218483619,0.016283622339295343,0.025055759927946154,,,,0.005678917938178118,
349,Landry2015_1,33,supraspinatus,0.19479690852672085,,0.1016570931638931,0.2293778115435661,0.19624847552965274,0.20700964799374647,,,0.18696412314657584,0.15866317503582603,0.10209938266161919,,,,0.029817581029126076,
350,Landry2015_1,33,upper trapezius,0.1579557229390088,,0.07931370313710705,0.10991256550182431,0.10266000548504516,0.05928938829748607,,,0.11674741767422171,0.23729250158982265,0.036407621690022526,,,,0.03113933743657511,
351,Landry2015_1,34,anterior deltoid,0.4574958522507829,,0.33447086318295005,0.4736829109038647,0.4821381022475509,0.07875112363033947,,,0.1072540684892296,0.07584704836590188,0.00824794477006724,,,,0.4343635269525245,
352,Landry2015_1,34,infraspinatus,0.0650111651663149,,0.04685649083050946,0.038527747435342534,0.06073842566642952,0.014233581787865934,,,0.03198458435059433,0.03876030067104819,0.024094268375715284,,,,0.054736909850885196,
353,Landry2015_1,34,lower trapezius,0.33786116352810486,,0.4746609144608719,0.39809224474283195,0.38436888887731424,0.3191454704430248,,,0.2818658198561726,0.3908177101901678,0.027585698484103062,,,,0.18292003435810117,
354,Landry2015_1,34,middle deltoid,0.2015610474301139,,0.16527780686967,0.21770398999310464,0.20454184698398675,0.2597297410795847,,,0.12244284368737439,0.10645323960859125,0.024096697675102273,,,,0.19345639606586318,
355,Landry2015_1,34,posterior deltoid,0.2537168439891855,,0.21840519025011296,0.23692844687127884,0.24576371404286929,0.3880469308381762,,,0.1850958746489143,0.1727784392733076,0.19154844756002906,,,,0.21552159631090398,
356,Landry2015_1,34,serratus anterior,0.3048104287417529,,0.24973553983384525,0.3592195101386147,0.33424358961398015,0.023858613879369665,,,0.17791267571286812,0.017760136378520124,0.03152421245777462,,,,0.3064159638358585,
357,Landry2015_1,34,subscapularis,0.019887069605328142,,0.016808720707614584,0.01366757808928133,0.023807588755306863,0.037439140485324755,,,0.010167617642035477,0.03840404228067657,0.06631882169610513,,,,0.012758295296164405,
358,Landry2015_1,34,supraspinatus,0.5477824334077639,,0.10381074015994946,0.08155409978829985,0.0994240461202923,0.07954632025778628,,,0.38290110156602897,0.04339559695156441,0.00832243803200451,,,,0.01711086623586344,
359,Landry2015_1,34,upper trapezius,0.359108632505581,,0.18089336481700893,0.4223654148495285,0.42354429570007773,0.3356996478184739,,,0.36847130872002354,0.26900922617073053,0.08989703803658723,,,,0.08778659821177996,
360,Landry2015_1,35,anterior deltoid,0.4053277518627131,,0.04085313877612281,0.2999191109762722,0.3228974408830295,0.044305306784313804,,,0.263428228065834,0.12124154134068507,0.014839150406901121,,,,0.20740164369046038,
361,Landry2015_1,35,infraspinatus,0.021460186147764133,,0.0287845360530503,0.023826833855139166,0.01795696735558237,0.004724338086943809,,,0.020989462730001976,0.0399043682848117,0.0040121723579407695,,,,0.02477179410286286,
362,Landry2015_1,35,lower trapezius,0.0423960549974117,,0.09737619628026495,0.041903279157715544,0.03703348099371854,0.10397188728777847,,,0.05421939458867805,0.0767140570599902,0.09019564081485551,,,,0.042832968189546704,
363,Landry2015_1,35,middle deltoid,0.280443586045497,,0.17016180491623667,0.17927280375737895,0.2119531225253378,0.1355764171833525,,,0.1367209002036834,0.18951540285167642,0.057878549178384045,,,,0.08596799698617863,
364,Landry2015_1,35,posterior deltoid,0.12079736071660635,,0.27411395478534667,0.07777700167034038,0.10652641179553575,0.19638733379151058,,,0.08837537615197108,0.11800431314346399,0.11840340483173196,,,,0.036728232201588155,
365,Landry2015_1,35,serratus anterior,0.4522274220237294,,0.11541218256824363,0.4728322747365037,0.4165440795198561,0.024847738854085123,,,0.23315374110361547,0.20282132900514602,0.024380744843102813,,,,0.19478106383424232,
366,Landry2015_1,35,subscapularis,0.06427893240560861,,0.025821819902896056,0.051609856935565204,0.052844517215285144,0.09248023311886527,,,0.06629125560998214,0.059337103462741465,0.09383388549344147,,,,0.046020663300111675,
367,Landry2015_1,35,supraspinatus,0.4713705378348776,,0.09645780553403915,0.6154130518744672,0.5815508124842272,0.09295624546108168,,,0.04419978787184935,0.07130977449240627,0.020442950550969816,,,,0.029346941034897,
368,Landry2015_1,35,upper trapezius,0.5078029492822164,,0.39702981144815175,0.3625607101197214,0.3858074715106601,0.22850287692652108,,,0.231585265373849,0.17164301930428558,0.02120333826938622,,,,0.1592430547597815,
369,Landry2015_1,36,anterior deltoid,0.14330433133031745,,0.06175549166639008,0.2055530617106829,0.15956421099753285,0.037096936525551724,,,0.16100554061988376,0.06903577997024525,0.015083308983674106,,,,0.22192701174357604,
370,Landry2015_1,36,infraspinatus,0.015766210194017246,,0.054751285356011155,0.02943577414562584,0.013220377491355507,0.008150479939317858,,,0.029372241465652593,0.03954174675957419,0.004334242982668062,,,,0.03684950283099285,
371,Landry2015_1,36,lower trapezius,0.044735468720493166,,0.1301784390249725,0.06699056108422546,0.04886331186248693,0.05787491900327832,,,0.06345609502423091,0.06301179421957478,0.02190988142788794,,,,0.0541993042013638,
372,Landry2015_1,36,middle deltoid,0.10923815032050022,,0.1887241012866303,0.07718304614124379,0.15037517259709185,0.08565567942803935,,,0.11025517211428452,0.07013781681319646,0.037879002782041295,,,,0.059603469822515506,
373,Landry2015_1,36,posterior deltoid,0.08350446865548417,,0.17782068834706524,0.06943506021488766,0.11310148482649086,0.1692831873532347,,,0.10824171759517597,0.11262938711987222,0.06209680801215817,,,,0.035110849276294584,
374,Landry2015_1,36,serratus anterior,0.13876437608040554,,0.15213234277524082,0.16411732756100558,0.10690507046481404,0.011056656653343887,,,0.25624359928608853,0.04195759399727312,0.012523281884260207,,,,0.1007300766994082,
375,Landry2015_1,36,subscapularis,0.06650000869067291,,0.08526091457032338,0.08733933199830118,0.09482772501514279,0.12215048221425731,,,0.06793810810601374,0.08163386573023892,0.036821296626207374,,,,0.050580771606719914,
376,Landry2015_1,36,supraspinatus,0.2202430433454563,,0.14995534701295038,0.2560646849572596,0.2514204680440835,0.19514590449115835,,,0.1141053679544877,0.09359775849172093,0.021644679877903972,,,,0.0598252950116356,
377,Landry2015_1,36,upper trapezius,0.23897558735911223,,0.10900068440276285,0.13210598889288835,0.12045906783493643,0.09111632987080022,,,0.09963142366569074,0.034910855781057036,0.030635879418510748,,,,0.0777574673634492,
378,Landry2015_1,37,anterior deltoid,0.22646079924342175,,0.33262955914303566,0.3650710854462951,0.174361961388857,0.08839296068086308,,,0.31325556206541705,0.1223539170780809,0.009257265517776843,,,,0.3565518450171981,
379,Landry2015_1,37,infraspinatus,0.017995931112635533,,0.02757972911038879,0.025057003626688376,0.015496249890197525,0.0027480364047248913,,,0.02864154558206054,0.06018406908571886,0.0032870725462862305,,,,0.04013164078922799,
380,Landry2015_1,37,lower trapezius,0.06595060569145346,,0.18668223904046674,0.13603868579047487,0.06500975767107763,0.06920378838467592,,,0.03584522869235214,0.13323768918249232,0.011837834216514551,,,,0.174866661459031,
381,Landry2015_1,37,middle deltoid,0.606167687281238,,0.2678261705612275,0.1791827665648225,0.4395649243027313,0.3524260440257232,,,0.567180677728915,0.3406020824663551,0.02813465081498128,,,,0.1619291427718814,
382,Landry2015_1,37,posterior deltoid,0.15538733746734743,,0.04470215939004547,0.039461602261651595,0.14886729890449746,0.40203712182044843,,,0.14263743269314177,0.21138181726129687,0.156515422286499,,,,0.0390255061861284,
383,Landry2015_1,37,serratus anterior,0.28940784867179586,,0.2712436007200913,0.2692540288304728,0.21016631471938646,0.008057788618524101,,,0.3184052448886789,0.18185757212872114,0.012573307237625172,,,,0.2681720425156808,
384,Landry2015_1,37,subscapularis,0.039639287364517654,,0.10085196439588248,0.062216307226204096,0.03842198337034083,0.03920650812632122,,,0.01970656937837477,0.05833999575178917,0.02126742084204493,,,,0.08145249030634666,
385,Landry2015_1,37,supraspinatus,0.18496921308002126,,0.18816956358092876,0.14762887474710046,0.12865038785584088,0.11480251195223654,,,0.13403726410095018,0.13685866327676705,0.005207712076711215,,,,0.046909900621269866,
386,Landry2015_1,37,upper trapezius,0.24729004659804416,,0.19625264966501896,0.24219068120249304,0.2329476831883244,0.07806253284251305,,,0.11311484616271232,0.07165142512813397,0.022469662461666796,,,,0.04586401041899221,
387,Landry2015_1,38,anterior deltoid,0.20819237649019195,,0.099282796770022,0.19995055219564603,0.19622309280656638,0.08196017392220736,,,0.0728162124244692,0.046121524977927465,0.011553491114330877,,,,0.20410398469291063,
388,Landry2015_1,38,infraspinatus,0.027935887135880744,,0.015549485143171237,0.04116106583264866,0.028649651751355327,0.014415694681634339,,,0.019775893398485726,0.044492356495188005,0.017726117352844652,,,,0.026877498251352716,
389,Landry2015_1,38,lower trapezius,0.01739756646353765,,0.04000069199921058,0.022767939949553485,0.007885708508634556,0.018398973705780804,,,0.011366739616151283,0.01682317206913284,0.021395708964323145,,,,0.011484187252062862,
390,Landry2015_1,38,middle deltoid,0.13162593718001975,,0.11859743772729028,0.0873772119791992,0.11461321391288061,0.10274633349277282,,,0.09863522417647179,0.0721844736844224,0.015485139439023072,,,,0.08495751063994389,
391,Landry2015_1,38,posterior deltoid,0.06862020346916006,,0.14835717104184662,0.04661152851118323,0.089304078882379,0.16216588523937953,,,0.09899215000959243,0.08876286997260897,0.054018287638511034,,,,0.04454214361289426,
392,Landry2015_1,38,serratus anterior,0.06391676676678339,,0.03674100846020776,0.062339078624096156,0.052932435325733496,0.012264269193042585,,,0.058346729973582236,0.038432171558101594,0.014572080098094286,,,,0.048608285375367585,
393,Landry2015_1,38,subscapularis,0.12661304449659633,,0.0022285903477239776,0.11868448901693998,0.11873884448559446,0.15160466498029848,,,0.037765700696417236,0.0022353938485418865,0.04670609666766125,,,,0.12640829796937267,
394,Landry2015_1,38,supraspinatus,0.12106746418509622,,0.11332169454328986,0.10229665982558356,0.14087367101210935,0.14788643522564046,,,0.15429702630244987,0.07121207564969212,0.021513911097012145,,,,0.02128404445514567,
395,Landry2015_1,38,upper trapezius,0.16873640164115264,,0.07480395123629813,0.13005151762661588,0.160242620483816,0.08312548016129055,,,0.11853011395948741,0.06493386055985649,0.023076408509384326,,,,0.058267423145182094,
396,Landry2015_1,39,anterior deltoid,0.13135921516209828,,0.028373909778341908,0.16086791737215478,0.11866215340076305,0.024084111561446936,,,0.08210795915027527,0.021032228490816467,0.07648294551765247,,,,0.19736821508213426,
397,Landry2015_1,39,infraspinatus,0.10634000503400072,,0.16440702038744034,0.06472299030895248,0.10163001196587695,0.03793494011920127,,,0.03650550642823804,0.05312763239312808,0.011599699983572015,,,,0.08579953890537953,
398,Landry2015_1,39,lower trapezius,0.05828494997688406,,0.10340499242230135,0.05579019863863634,0.0671244027517592,0.036965749424128495,,,0.06591586579680472,0.07792328026576162,0.01480862871905826,,,,0.07403662440826034,
399,Landry2015_1,39,middle deltoid,0.16317123730793306,,0.1704512893653291,0.1628510927096727,0.18104147952414523,0.14914986182778228,,,0.16615498497727557,0.05370434577338822,0.14398227607855957,,,,0.08796612032501538,
400,Landry2015_1,39,posterior deltoid,0.15159789346922212,,0.34049689190349003,0.1995169857305875,0.2340603204147878,0.3021272054631337,,,0.27737225771403956,0.09425242237296777,0.15944846859504513,,,,0.11028736859735373,
401,Landry2015_1,39,serratus anterior,0.09030661268490636,,0.03875927143363215,0.11864309176545372,0.10544993189059763,0.027616547751379977,,,0.05370388144484264,0.03503366051063461,0.026828447032290967,,,,0.1536317067157169,
402,Landry2015_1,39,subscapularis,0.0019210464425243872,,0.08600752876603805,0.03371296469667716,0.0018905856960240897,0.001900237934411063,,,0.14680766024013425,0.14871863119508652,0.02717387125821221,,,,0.03986522847031106,
403,Landry2015_1,39,supraspinatus,0.04088702490575733,,0.1134919579872747,0.08652170950014727,0.06915521052333012,0.06641096451728408,,,0.08894676655850921,0.04786188578922466,0.024434891868153754,,,,0.04233207514271549,
404,Landry2015_1,39,upper trapezius,0.35746113232368576,,0.20768708776257627,0.17651684536617568,0.17490749699703922,0.12002381259854977,,,0.12330201106742567,0.022435920376581188,0.05887605940277015,,,,0.12485306136228431,
405,Landry2015_1,40,anterior deltoid,0.2835608335189371,,0.11877369488991123,0.295238376654476,0.2259232807160523,0.03133878878872323,,,0.15567439030182575,0.05256760727733471,0.016478630663181327,,,,0.15701261295913138,
406,Landry2015_1,40,infraspinatus,0.030592694406507477,,0.020584518948870215,0.044738367128488735,0.019995456223157338,0.007703263635537289,,,0.018615375190756102,0.03370029457760823,0.005978004091815759,,,,0.03144846744306218,
407,Landry2015_1,40,lower trapezius,0.09589241173754341,,0.17530851086997354,0.13824678879675312,0.06839959575281798,0.09775571861945084,,,0.04486874712412964,0.08074732029768358,0.015341710171327627,,,,0.007170848645013317,
408,Landry2015_1,40,middle deltoid,0.4501328802710516,,0.04571512185022207,0.22459681115135846,0.42809033054351525,0.2349378275418591,,,0.25142569045113355,0.056731750543859004,0.013731547720091882,,,,0.24735828419981923,
409,Landry2015_1,40,posterior deltoid,0.15471603541571452,,0.02765020287556946,0.07408839710457353,0.1616729499694309,0.17773472531112236,,,0.09549712250865523,0.06252373894603862,0.052500168390591614,,,,0.0705317597793609,
410,Landry2015_1,40,serratus anterior,0.32021652622224545,,0.14722089066452848,0.3151486800822028,0.23672808022162783,0.007527252519529672,,,0.242070159001578,0.08282689505632257,0.010142884318397554,,,,0.21029139515959835,
411,Landry2015_1,40,subscapularis,0.035929348254334616,,0.05972215851207155,0.03398199392415318,0.01744376325726671,0.08033026404253579,,,0.0111729480836372,0.0379153487558247,0.10924669850672937,,,,0.009478825572070148,
412,Landry2015_1,40,supraspinatus,0.13144907741454792,,0.10341188815092393,0.1322696106043491,0.1320980554839454,0.13018742671903274,,,0.12484839412480982,0.06407962550832155,0.04170607432739052,,,,0.033361136798809816,
413,Landry2015_1,40,upper trapezius,0.4212240005703718,,0.0834222210872522,0.21544913745509212,0.27197484190027194,0.13406500661198442,,,0.24232832655759848,0.017444515658125336,0.024350842679887436,,,,0.014366375663685005,
414,Landry2015_1,41,anterior deltoid,0.09125627595029089,,0.050836529015907926,0.12485670842942341,0.09920420431643752,0.029359995269456873,,,0.03558452494572543,0.023029398568586885,0.007580813003994879,,,,0.12672687576421549,
415,Landry2015_1,41,infraspinatus,0.02192443345739584,,0.02502645132332287,0.0365249624047688,0.027289146715970575,0.00438335561386194,,,0.012876823184281662,0.03706448851604704,0.0024553951135946705,,,,0.037718297282681626,
416,Landry2015_1,41,lower trapezius,0.024571637041235068,,0.1594363137323215,0.03348885761849691,0.03175038870217475,0.023850374199094106,,,0.017113950754807237,0.03377682040634998,0.005966602953447617,,,,0.004792613740423378,
417,Landry2015_1,41,middle deltoid,0.07610094886982266,,0.04980455623762431,0.04430562100716919,0.05338495560010753,0.06491794981163661,,,0.039111042730427904,0.03407339864644043,0.007065758295825385,,,,0.06028224978993455,
