,dataset,participant,muscle,test 00,test 01,test 02,test 03,test 04,test 05,test 06,test 07,test 08,test 09,test 10,test 11,test 12,test 13,test 14,test 15
36,Landry2012,50,middle trapezius,0.35934174161947074,0.3686367850986483,0.32166052989155974,0.24708596854182227,0.33584481464232174,0.11399211008504419,0.27263745991860483,0.060944596298480834,,,,,,,,
37,Landry2012,50,pectoralis major,0.008035446766840766,0.012917872399721558,0.009935602839513337,0.013670256216932759,0.008979736226784375,0.023538871348662643,0.07262020681019644,0.07784420922831164,,,,,,,,
38,Landry2012,50,posterior deltoid,0.18487507441038833,0.38491957944083854,0.18426398122164986,0.07009634735627665,0.06657661670336468,0.45010120940871834,0.34628584826491965,0.019522794686202466,,,,,,,,
39,Landry2012,50,upper trapezius,0.20825813956121195,0.2976459734953785,0.3100337794686027,0.16895073002675795,0.22529283845402073,0.07748583551450851,0.06701982886639209,0.022754931086482216,,,,,,,,
40,Landry2012,51,anterior deltoid,0.2995992871504811,0.2429778426207129,0.3616014735290233,0.5285569439124923,0.35108842840448984,0.044661574092300975,0.018552896265760135,0.3365283987929918,,,,,,,,
41,Landry2012,51,latissimus dorsi,0.016920206620821755,0.09783996661154726,0.023090060088179872,0.013792261344155747,0.01535541559483473,0.16758083020100123,0.17106308980890966,0.017468971173739075,,,,,,,,
42,Landry2012,51,lower trapezius,0.12475683663728629,0.12975571339266767,0.1393083188573373,0.1549652911936755,0.13276852547784057,0.09121112258567637,0.12433685295540285,0.09956263255254326,,,,,,,,
43,Landry2012,51,middle deltoid,0.12705765629951066,0.1582710780323293,0.1554644627810036,0.10711564721545572,0.1455316143974229,0.09468106125127927,0.02151622728138715,0.029816609087273658,,,,,,,,
44,Landry2012,51,middle trapezius,0.31505711579059914,0.39517597533624316,0.42546735167611843,0.4481238941004436,0.3922256265132004,0.18539462594545372,0.26159733098769,0.1616758968915188,,,,,,,,
45,Landry2012,51,pectoralis major,0.010013936939174994,0.006098117608167036,0.006289975692611069,0.03714702265926386,0.008990937271171182,0.012099090592532122,0.10861103949944129,0.16807839490498513,,,,,,,,
46,Landry2012,51,posterior deltoid,0.05958782142841971,0.43393319270108427,0.27095943817905754,0.07830390044957937,0.1880497870446109,0.5257361573638563,0.273381712298925,0.021498591055674632,,,,,,,,
47,Landry2012,51,upper trapezius,0.4399989537217342,0.4982851071423718,0.4497556981350362,0.3093892969005794,0.2514552461749301,0.10940029812575765,0.025195532624611574,0.023695102325600043,,,,,,,,
48,Landry2012,52,anterior deltoid,0.8972416828643576,0.5768105269072147,0.7709916685549864,0.9970351548899945,0.8714038383237701,0.08038141551428403,0.023190428733741754,0.580842355855604,,,,,,,,
49,Landry2012,52,latissimus dorsi,0.017838451622135477,0.028478241206282083,0.02858833964276885,0.018413552233722454,0.017747923518920614,0.14894270781978428,0.2600740004780586,0.014440599435807527,,,,,,,,
50,Landry2012,52,lower trapezius,0.5133113039660047,0.6530875351701118,0.6126139830806688,0.43878041713185756,0.4877128225709955,0.10713601781894595,0.2230180143186965,0.3079206202372218,,,,,,,,
51,Landry2012,52,middle deltoid,0.26425572663425895,0.3771631596028768,0.3551307640365339,0.33190858066917756,0.2538210467944166,0.27929733996373446,0.15321495997785142,0.15032368287365655,,,,,,,,
